3209407300.4	19.6	66.0	20.4	61.2	18.0	73.2
3209407540.4	19.6	66.8	20.4	61.2	18.0	73.4
3209407780.4	19.6	66.6	20.3	61.2	18.0	73.0
3209408020.4	19.6	66.8	20.3	61.4	18.0	73.2
3209408260.4	19.6	65.8	20.3	61.2	18.0	73.2
3209408500.4	19.6	66.0	20.4	61.0	18.0	73.2
3209408740.4	19.6	66.4	20.4	61.0	18.0	73.0
3209408980.4	19.6	65.8	20.4	61.1	18.0	73.2
3209409220.4	19.6	65.6	20.4	60.8	18.0	73.0
3209409460.4	19.5	65.4	20.3	61.0	17.9	72.9
3209409700.4	19.5	65.9	20.3	60.8	18.0	73.2
3209409940.4	19.6	64.9	20.3	60.6	18.0	73.2
3209410180.4	19.5	65.3	20.3	60.8	18.0	73.0
3209410420.4	19.5	65.4	20.3	60.6	18.0	73.0
3209410660.4	19.5	65.1	20.3	61.0	18.0	73.0
3209410900.4	19.5	64.9	20.2	61.0	18.0	73.2
3209411140.4	19.5	65.3	20.2	61.4	17.9	72.9
3209411380.4	19.5	64.6	20.1	61.2	18.0	73.0
3209411620.4	19.5	65.0	20.1	61.4	17.9	72.8
3209411860.4	19.5	64.8	20.1	61.0	17.9	72.7
3209412100.4	19.5	64.9	20.2	61.0	17.9	72.9
3209412340.4	19.5	65.0	20.2	60.8	17.9	72.9
3209412580.4	19.5	63.8	20.2	60.8	17.9	72.7
3209412820.4	19.5	65.0	20.1	60.8	17.9	72.9
3209413060.4	19.5	65.0	20.1	60.6	17.9	72.9
3209413300.4	19.5	64.0	20.1	60.6	17.9	72.7
3209413540.4	19.4	64.0	20.1	60.6	17.9	72.9
3209413780.4	19.4	64.8	20.1	60.6	17.9	72.7
3209414020.4	19.4	64.6	20.1	60.2	17.9	72.5
3209414260.4	19.4	64.6	20.1	60.4	17.9	72.7
3209414500.4	19.4	64.4	20.1	60.4	17.9	72.7
3209414740.4	19.4	64.6	20.1	60.6	17.9	72.6
3209414980.4	19.4	63.8	20.0	60.4	17.9	72.6
3209415220.4	19.4	64.6	20.0	60.6	17.8	72.4
3209415460.4	19.4	63.8	20.0	60.8	17.8	72.7
3209415700.4	19.4	65.0	20.0	60.8	17.8	72.5
3209415940.4	19.4	64.8	20.0	60.6	17.8	72.5
3209416180.4	19.4	64.0	19.9	60.6	17.8	72.3
3209416420.4	19.4	64.0	19.9	60.8	17.7	72.5
3209416660.4	19.4	64.2	19.9	60.8	17.8	72.6
3209416900.4	19.4	64.2	19.9	60.6	17.7	72.4
3209417140.4	19.4	64.0	19.9	60.6	17.7	72.5
3209417380.4	19.4	64.4	19.8	60.3	17.7	72.5
3209417620.4	19.4	62.9	19.8	60.6	17.7	72.4
3209417860.4	19.4	64.0	19.8	60.5	17.7	72.5
3209418100.4	19.4	63.4	19.8	60.8	17.7	72.5
3209418340.4	19.4	62.9	19.8	60.5	17.7	72.5
3209418580.4	19.4	62.9	19.8	60.5	17.7	72.4
3209418820.4	19.4	63.4	19.8	60.5	17.7	72.4
3209419060.4	19.3	62.9	19.8	60.3	17.7	72.1
