3116354440.0	8.7	88.4	16.8	71.1	18.7	65.0
3116354681.0	8.6	87.2	16.8	71.8	18.7	65.0
3116354921.0	8.6	88.4	16.8	71.9	18.7	65.1
3116355162.0	8.5	88.1	16.9	71.9	18.7	65.1
3116355403.0	8.4	88.1	16.8	71.9	18.6	65.2
3116355643.0	8.3	89.1	16.8	72.0	18.7	65.2
3116355884.0	8.3	89.9	16.8	71.8	18.7	65.2
3116356124.0	8.2	90.3	16.8	71.8	18.7	65.3
3116356365.0	8.2	90.8	16.8	71.7	18.7	65.4
3116356606.0	8.2	90.1	16.7	71.7	18.6	65.4
3116356846.0	8.2	89.8	16.8	71.9	18.7	65.5
3116357087.0	8.2	89.8	16.8	72.0	18.6	65.5
3116357327.0	8.2	89.8	16.8	72.1	18.7	65.5
3116357568.0	8.2	90.3	16.8	72.2	18.7	65.6
3116357809.0	8.2	90.3	16.8	72.0	18.7	65.6
3116358049.0	8.2	90.2	16.7	71.9	18.7	65.7
3116358290.0	8.2	89.9	16.7	71.9	18.7	65.7
3116358530.0	8.2	89.1	16.7	72.4	18.7	65.8
3116358771.0	8.2	88.3	16.8	72.6	18.7	65.8
3116359012.0	8.2	88.6	16.7	72.7	18.7	65.8
3116359252.0	8.2	88.2	16.8	72.8	18.7	65.9
3116359493.0	8.1	87.7	16.8	72.9	18.7	65.9
3116359733.0	8.1	88.4	16.8	72.9	18.7	66.0
3116359974.0	8.1	88.8	16.8	72.9	18.7	66.0
3116360215.0	8.1	89.5	16.8	72.8	18.7	66.1
3116360455.0	8.1	89.9	16.7	72.7	18.7	66.1
3116360696.0	8.2	90.6	16.7	72.7	18.6	66.1
3116360936.0	8.2	90.7	16.7	72.6	18.7	66.2
3116361177.0	8.3	90.7	16.7	72.6	18.7	66.2
3116361418.0	8.4	91.0	16.7	72.6	18.7	66.3
3116361658.0	8.4	90.9	16.7	72.6	18.7	66.3
3116361899.0	8.5	91.3	16.7	72.9	18.6	66.4
3116362139.0	8.5	91.0	16.7	72.9	18.7	66.4
3116362380.0	8.6	90.9	16.7	73.0	18.7	66.4
3116362621.0	8.5	90.7	16.7	73.3	18.6	66.5
3116362861.0	8.6	90.3	16.7	73.2	18.6	66.5
3116363102.0	8.6	90.4	16.7	73.4	18.7	66.6
