3206815300.4	18.7	71.6	18.6	70.6	17.2	79.0
3206815540.4	18.7	71.6	18.6	70.7	17.2	78.6
3206815780.4	18.7	71.8	18.6	70.6	17.2	78.8
3206816020.4	18.7	71.8	18.6	70.6	17.2	78.6
3206816260.4	18.7	71.8	18.6	70.4	17.2	78.4
3206816500.4	18.7	71.7	18.6	70.2	17.2	78.4
3206816740.4	18.7	71.8	18.6	70.4	17.2	78.6
3206816980.4	18.7	71.8	18.6	70.2	17.2	78.6
3206817220.4	18.7	71.8	18.6	70.2	17.2	78.8
3206817460.4	18.7	71.6	18.6	70.0	17.2	78.6
3206817700.4	18.7	71.8	18.6	70.2	17.2	78.8
3206817940.4	18.7	71.6	18.6	70.0	17.2	78.8
3206818180.4	18.6	71.8	18.6	70.0	17.2	78.6
3206818420.4	18.7	71.8	18.6	70.0	17.2	78.6
3206818660.4	18.7	71.8	18.6	70.2	17.2	78.6
3206818900.4	18.7	71.9	18.6	70.2	17.2	78.6
3206819140.4	18.6	71.9	18.6	70.2	17.2	78.6
3206819380.4	18.6	71.8	18.6	70.2	17.2	78.6
3206819620.4	18.6	71.8	18.6	70.2	17.2	78.6
3206819860.4	18.6	71.7	18.6	70.2	17.2	78.8
3206820100.4	18.7	71.9	18.6	70.2	17.2	78.6
3206820340.4	18.6	71.8	18.5	70.2	17.2	78.8
3206820580.4	18.6	71.8	18.6	70.6	17.2	78.6
3206820820.4	18.6	71.8	18.6	70.4	17.1	78.7
3206821060.4	18.6	72.0	18.5	70.4	17.2	78.8
3206821300.4	18.6	72.1	18.5	70.6	17.2	78.8
3206821540.4	18.6	72.0	18.5	70.6	17.2	78.8
3206821780.4	18.6	72.0	18.5	70.6	17.1	78.7
3206822020.4	18.6	71.8	18.5	70.6	17.1	78.8
3206822260.4	18.6	71.8	18.5	70.6	17.1	78.8
3206822500.4	18.6	72.0	18.5	70.4	17.1	78.7
3206822740.4	18.6	72.0	18.5	70.4	17.1	79.0
3206822980.4	18.6	72.0	18.5	70.4	17.1	79.0
3206823220.4	18.6	72.0	18.5	70.6	17.1	79.0
