3149791243.6	-5.8	84.3	9.2	77.6	10.3	54.6
3149791483.6	-5.8	84.6	9.2	77.3	10.2	54.6
3149791724.6	-5.9	84.5	9.2	77.7	10.3	54.7
3149791964.6	-6.0	84.2	9.2	77.4	10.2	54.7
3149792205.6	-6.1	84.6	9.2	77.8	10.2	54.7
3149792446.6	-6.3	83.9	9.2	77.8	10.2	54.8
3149792686.6	-6.5	84.1	9.2	77.8	10.2	54.8
3149792927.6	-6.5	84.7	9.2	77.8	10.2	54.8
3149793167.6	-6.6	85.5	9.2	77.8	10.2	54.8
3149793408.6	-6.7	85.5	9.2	77.8	10.2	54.8
3149793649.6	-6.7	85.2	9.2	77.5	10.2	54.8
3149793889.6	-6.9	85.4	9.2	77.3	10.2	54.8
3149794130.6	-7.0	85.2	9.2	77.5	10.2	54.8
3149794370.6	-7.2	85.1	9.2	77.6	10.2	54.7
3149794611.6	-7.2	85.3	9.2	77.6	10.2	54.7
3149794852.6	-7.2	86.0	9.2	77.6	10.2	54.7
3149795092.6	-7.2	86.4	9.2	77.4	10.2	54.8
3149795333.6	-7.3	85.7	9.2	77.4	10.2	54.8
3149795573.6	-7.3	86.0	9.2	77.6	10.2	54.8
3149795814.6	-7.3	86.5	9.1	77.6	10.2	54.8
3149796055.6	-7.4	86.3	9.1	77.6	10.2	54.8
3149796295.6	-7.3	86.6	9.1	77.5	10.2	54.8
3149796536.6	-7.4	86.3	9.1	77.5	10.2	54.9
3149796776.6	-7.4	86.5	9.2	77.2	10.2	54.9
3149797017.6	-7.5	86.5	9.1	77.1	10.2	54.9
3149797257.6	-7.5	86.4	9.1	76.9	10.2	54.9
3149797498.6	-7.7	86.1	9.2	77.5	10.2	54.9
3149797739.6	-7.7	86.0	9.1	77.9	10.2	54.9
3149797979.6	-7.8	86.0	9.1	77.9	10.1	54.9
3149798220.6	-7.8	86.7	9.1	77.5	10.1	55.0
3149798461.6	-7.7	87.1	9.1	77.5	10.1	55.0
3149798701.6	-7.6	87.3	9.1	77.2	10.1	55.0
3149798942.6	-7.7	86.8	9.1	77.3	10.1	55.0
3149799182.6	-7.8	86.5	9.1	77.1	10.1	55.0
3149799423.6	-8.0	85.9	9.1	76.9	10.1	55.0
3149799663.6	-8.1	85.3	9.1	77.1	10.1	55.0
3149799904.6	-8.1	86.6	9.1	76.8	10.1	55.0
3149800145.6	-8.1	87.2	9.1	76.7	10.1	55.1
3149800385.6	-8.1	87.5	9.1	76.8	10.1	55.1
3149800626.6	-8.1	87.7	9.1	76.7	10.1	55.1
3149800866.6	-8.2	87.8	9.1	76.8	10.1	55.1
3149801107.6	-8.2	87.3	9.1	77.4	10.1	55.1
3149801348.6	-8.2	87.2	9.1	76.8	10.1	55.1
3149801588.6	-8.2	87.3	9.1	77.0	10.1	55.1
3149801829.6	-8.2	87.5	9.1	77.3	10.1	55.2
3149802069.6	-8.0	88.0	9.1	77.6	10.1	55.2
3149802310.6	-7.8	88.0	9.1	78.0	10.1	55.2
3149802551.6	-7.4	88.3	9.1	77.7	10.1	55.2
3149802791.6	-7.1	87.9	9.0	77.8	10.1	55.2
3149803032.6	-7.0	87.7	9.1	78.0	10.1	55.3
3149803272.6	-7.1	87.0	9.1	78.0	10.0	55.3
3149803513.6	-7.4	86.7	9.1	78.3	10.1	55.3
3149803754.6	-7.3	87.3	9.1	78.7	10.0	55.3
3149803994.6	-7.3	87.1	9.0	78.8	10.0	55.3
3149804235.6	-7.3	86.3	9.1	79.0	10.0	55.3
3149804475.6	-7.1	87.2	9.0	78.8	10.0	55.3
3149804716.6	-7.1	87.1	9.0	78.6	10.1	55.3
3149804957.6	-7.2	86.4	9.0	78.6	10.0	55.3
3149805197.6	-7.1	86.7	9.0	78.8	10.0	55.3
3149805438.6	-7.0	87.1	9.0	78.1	10.0	55.3
3149805678.6	-7.0	87.0	9.0	77.5	10.0	55.3
3149805919.6	-7.1	86.5	9.0	78.0	10.0	55.4
3149806160.6	-7.1	86.8	9.0	77.8	10.0	55.4
3149806400.6	-7.2	86.3	9.0	78.6	10.0	55.4
3149806641.6	-7.3	86.0	9.0	78.6	10.0	55.4
3149806881.6	-7.3	86.0	9.0	78.6	10.0	55.4
3149807122.6	-7.3	86.0	9.0	78.7	10.0	55.4
3149807363.6	-7.2	86.8	9.0	78.6	10.0	55.4
3149807603.6	-7.1	86.8	9.0	78.3	10.0	55.4
3149807844.6	-7.1	86.5	9.0	78.2	10.0	55.5
3149808084.6	-7.0	86.7	9.0	78.0	10.0	55.5
3149808325.6	-6.9	86.2	9.0	78.3	10.0	55.5
3149808566.6	-6.8	86.1	9.0	78.2	10.0	55.5
3149808806.6	-7.0	85.6	9.0	77.6	10.0	55.6
3149809047.6	-7.0	85.5	9.0	77.5	9.9	55.6
3149809287.6	-7.0	85.9	9.0	77.7	10.0	55.7
3149809528.6	-6.9	86.2	9.0	76.9	9.9	55.7
3149809769.6	-6.7	86.8	9.0	76.8	10.0	55.7
3149810009.6	-6.7	86.6	9.0	77.2	9.9	55.8
3149810250.6	-6.6	87.1	9.0	76.8	9.9	55.8
3149810490.6	-6.4	87.3	9.0	76.8	9.9	55.9
3149810731.6	-5.9	88.1	8.9	74.3	9.9	56.0
3149810971.6	-5.5	88.4	8.9	72.5	9.9	56.0
3149811212.6	-5.3	87.9	8.9	71.8	9.9	56.1
3149811453.6	-5.2	87.3	8.9	71.0	9.9	56.2
3149811693.6	-5.2	87.1	8.9	73.3	9.9	56.2
3149811934.6	-5.2	86.9	8.9	72.5	9.9	56.3
3149812174.6	-5.5	86.3	8.9	73.4	9.9	56.4
3149812415.6	-5.4	87.0	8.9	74.7	9.9	56.5
3149812656.6	-5.4	87.0	8.9	75.8	9.9	56.6
3149812896.6	-5.5	86.9	8.9	75.9	9.9	56.6
3149813137.6	-5.4	87.2	8.9	76.4	9.9	56.7
3149813377.6	-5.4	87.3	8.9	73.9	9.9	56.8
3149813618.6	-5.5	87.3	9.0	77.4	9.9	56.9
3149813859.6	-5.3	87.6	9.0	79.2	9.9	56.9
3149814099.6	-5.3	87.4	9.0	79.4	9.9	56.9
3149814340.6	-5.4	87.2	9.0	78.8	9.9	56.9
3149814580.6	-5.5	86.9	9.0	78.9	9.9	57.0
3149814821.6	-5.6	86.5	9.0	79.0	9.8	57.0
3149815062.6	-5.8	86.9	9.0	78.5	9.9	57.0
3149815302.6	-5.6	87.8	9.0	78.9	9.8	57.1
3149815543.6	-5.3	88.8	9.0	78.1	9.9	57.1
3149815783.6	-5.2	88.3	9.0	78.9	9.8	57.1
3149816024.6	-5.2	87.7	8.9	78.0	9.9	57.1
3149816265.6	-5.1	87.7	8.9	76.5	9.8	57.1
3149816505.6	-4.8	87.4	8.9	75.0	9.8	57.2
3149816746.6	-4.6	86.6	9.0	78.0	9.8	57.2
3149816986.6	-4.5	85.9	8.9	78.9	9.8	57.2
3149817227.6	-4.5	85.2	8.9	77.6	9.8	57.2
3149817468.6	-4.7	84.5	8.8	76.6	9.8	57.3
3149817708.6	-4.9	84.4	8.7	77.5	9.8	57.4
3149817949.6	-4.9	84.6	8.5	74.7	9.8	57.5
3149818189.6	-5.0	84.8	8.3	74.2	9.8	57.6
3149818430.6	-5.0	84.8	8.2	74.2	9.8	57.6
3149818671.6	-5.1	84.9	8.3	73.8	9.8	57.6
3149818911.6	-4.9	85.2	8.3	73.4	9.8	57.6
3149819152.6	-4.8	85.0	8.5	74.6	9.8	57.7
3149819392.6	-4.7	84.9	8.6	73.2	9.8	57.7
3149819633.6	-4.7	84.5	8.6	72.4	9.8	57.8
3149819874.6	-4.7	84.2	8.6	71.9	9.8	57.8
3149820114.6	-4.6	84.4	8.7	71.2	9.8	57.9
3149820355.6	-4.6	84.3	8.7	71.0	9.8	57.9
3149820595.6	-4.5	84.1	8.7	72.7	9.8	58.0
3149820836.6	-4.6	84.5	8.7	72.0	9.8	58.0
3149821077.6	-4.6	84.6	8.6	71.7	9.8	58.0
3149821317.6	-4.6	85.3	8.6	71.2	9.8	58.1
3149821558.6	-4.5	85.7	8.7	71.2	9.8	58.1
3149821798.6	-4.3	85.7	8.7	71.0	9.8	58.2
3149822039.6	-4.2	85.1	8.7	71.4	9.8	58.2
3149822279.6	-4.1	85.0	8.7	71.1	9.8	58.3
3149822520.6	-4.0	84.9	8.7	70.9	9.8	58.3
3149822761.6	-4.0	85.1	8.7	70.6	9.8	58.4
3149823001.6	-3.8	85.5	8.6	71.2	9.8	58.5
3149823242.6	-3.7	84.9	8.2	71.7	9.8	58.5
3149823483.6	-3.5	83.8	7.9	72.4	9.8	58.6
3149823723.6	-3.4	83.5	7.9	73.4	9.8	58.6
3149823964.6	-3.3	83.1	8.1	73.2	9.8	58.6
3149824204.6	-3.2	83.4	8.2	72.8	9.8	58.6
3149824445.6	-3.1	83.4	8.3	72.8	9.8	58.7
3149824685.6	-2.9	83.5	8.4	72.5	9.8	58.7
3149824926.6	-2.7	84.2	8.4	72.6	9.8	58.8
3149825167.6	-2.5	83.3	8.5	74.8	9.8	58.9
3149825407.6	-2.2	81.6	8.7	80.7	9.8	59.1
3149825648.6	-2.0	79.9	8.7	80.4	9.8	59.2
3149825888.6	-1.7	81.7	8.8	80.3	9.8	59.3
3149826129.6	-1.6	81.9	8.8	80.9	9.8	59.3
3149826370.6	-1.6	79.5	8.7	78.5	9.8	59.2
3149826610.6	-1.6	80.7	8.5	76.3	9.8	59.2
3149826851.6	-1.5	80.4	8.5	74.6	9.8	59.2
3149827091.6	-1.1	81.7	8.5	74.0	9.8	59.2
3149827332.6	-1.1	79.5	8.5	73.7	9.8	59.3
3149827573.6	-1.0	80.2	8.5	73.6	9.8	59.3
3149827813.6	-0.6	80.9	8.6	76.5	9.8	59.4
